drug_id,disease_id
426,312
427,162
427,269
429,149
429,162
429,269
430,75
430,98
430,99
430,228
430,288
432,181
432,204
432,213
432,228
432,241
433,66
433,79
433,112
433,160
433,293
434,232
435,35
435,37
435,265
436,284
437,69
437,108
437,312
438,14
438,104
438,150
439,310
440,108
440,130
440,312
441,34
441,35
441,37
441,82
441,108
441,312
442,137
442,241
443,15
443,92
443,149
443,206
443,232
444,23
444,299
444,311
445,74
446,202
446,214
447,214
447,219
447,235
448,7
448,31
448,287
450,66
450,86
450,90
450,112
450,160
450,210
450,293
451,134
453,135
454,23
454,162
454,269
455,34
455,35
455,37
455,265
456,0
456,1
456,66
456,117
456,135
456,160
456,215
456,305
457,87
457,105
457,307
458,82
458,200
459,12
460,15
460,92
460,193
460,206
460,241
461,79
461,87
461,307
462,72
463,177
463,255
463,286
464,250
466,115
467,78
467,108
467,129
467,312
468,72
469,72
470,22
470,168
471,19
471,20
471,58
471,75
471,128
471,241
472,43
472,109
472,117
472,210
473,230
474,30
474,260
474,273
475,168
476,23
476,130
476,225
477,108
477,130
477,312
478,23
479,37
480,211
481,34
481,37
482,299
483,128
484,14
484,147
485,37
485,265
486,116
486,280
487,108
487,299
487,312
488,115
488,162
489,86
491,97
491,190
491,239
492,69
493,69
493,117
493,230
494,12
496,73
496,86
496,104
496,155
496,261
496,312
497,115
497,263
498,22
498,220
499,241
500,108
501,86
501,107
501,155
502,28
502,29
502,70
502,159
502,177
502,179
502,185
502,194
502,195
502,309
505,206
506,15
506,92
506,193
506,206
506,238
506,241
507,299
508,19
508,175
508,199
509,118
509,119
510,32
511,86
511,108
511,312
512,86
513,108
513,312
514,108
514,278
515,299
516,128
516,274
517,82
517,130
517,174
517,264
517,281
518,118
519,177
519,262
519,285
519,300
519,301
519,302
519,303
519,308
520,17
520,108
520,147
520,312
521,15
521,38
521,128
521,206
521,233
521,276
522,61
522,97
522,190
523,61
523,62
523,278
524,6
524,13
524,261
525,19
525,123
526,30
526,38
526,80
526,96
526,176
526,272
526,273
526,292
527,86
528,166
528,232
528,269
529,166
529,269
530,109
530,135
531,97
531,142
531,190
531,239
532,23
533,88
534,79
535,12
536,14
536,102
537,32
537,49
537,79
537,94
537,133
537,174
537,181
537,192
537,212
537,241
537,264
537,275
538,1
538,118
540,108
540,129
540,141
541,72
541,74
541,224
542,109
542,117
544,19
544,58
544,98
544,99
544,128
544,241
545,181
545,206
545,241
546,69
546,249
547,241
548,192
549,34
549,35
549,37
549,265
551,135
552,75
553,78
553,108
553,312
554,162
554,269
555,263
556,66
556,112
556,160
556,293
556,305
558,268
559,177
559,197
560,135
563,118
563,119
564,208
566,86
567,104
567,211
568,86
569,42
569,174
569,264
569,275
570,162
572,307
573,57
574,69
574,230
574,277
575,250
575,277
576,75
576,288
577,135
579,212
579,241
580,25
580,242
581,122
582,131
582,132
582,257
582,283
583,68
584,103
584,108
584,312
585,38
586,3
587,75
587,288
588,78
588,108
588,312
589,32
589,93
590,108
590,312
591,14
591,147
