drug_id,disease_id
195,230
195,251
196,40
196,60
196,135
196,138
197,79
197,86
198,79
199,16
199,48
199,137
199,193
199,214
199,222
199,241
200,312
201,61
201,108
201,312
202,88
203,108
203,174
203,312
206,6
207,102
208,115
208,162
209,18
209,178
209,259
210,79
210,115
210,162
210,220
210,232
211,69
211,86
211,210
211,270
212,15
212,153
212,181
212,193
212,206
212,214
212,219
212,235
212,241
212,275
212,276
213,82
214,19
214,20
214,58
214,241
215,210
215,211
216,192
217,284
218,162
219,240
221,160
221,293
221,305
222,0
222,177
223,79
224,108
224,129
225,15
225,16
225,20
225,48
225,58
225,93
225,137
225,165
225,181
225,189
225,192
225,193
225,222
225,233
225,235
225,238
225,241
225,276
226,1
226,6
226,41
226,148
228,19
228,88
228,141
228,193
228,212
228,238
228,241
229,17
229,67
229,102
229,103
229,108
229,121
229,246
229,312
230,147
230,185
231,66
231,86
231,112
231,160
231,293
231,305
232,1
232,60
232,69
232,73
232,108
232,121
232,299
232,312
233,66
233,293
233,305
235,82
235,312
236,14
236,147
236,263
237,66
237,86
237,112
237,160
237,254
237,293
237,305
238,162
238,269
239,86
239,108
239,130
239,312
240,282
241,177
242,108
242,161
242,174
243,192
244,103
244,108
244,312
245,3
245,42
245,75
245,151
245,288
246,251
247,50
247,66
247,86
247,112
247,293
247,305
249,86
251,44
251,241
251,304
252,6
252,22
252,49
252,87
252,94
252,111
252,133
252,141
252,162
253,108
253,312
254,135
255,19
255,175
255,199
256,72
256,74
257,3
257,114
257,116
257,280
259,12
259,32
259,38
259,49
259,71
259,84
259,87
259,93
259,102
259,133
259,141
259,157
259,162
259,206
259,212
259,251
259,264
260,74
261,87
262,154
263,72
264,241
265,81
266,86
267,20
267,127
267,222
268,166
268,269
269,86
270,177
270,197
270,207
271,61
271,62
271,278
272,175
272,258
273,60
273,78
273,108
273,312
275,23
275,24
275,102
275,108
275,299
275,311
276,61
276,62
276,87
276,162
276,269
276,278
277,102
277,246
278,34
278,35
278,37
278,265
279,7
280,19
280,123
281,82
281,108
281,312
282,135
283,9
283,30
283,260
283,273
283,299
283,311
284,86
285,103
285,210
286,82
286,108
286,312
287,97
287,108
287,121
287,190
288,88
288,181
288,206
288,241
288,276
289,82
289,108
289,156
289,161
289,174
289,218
289,264
289,312
290,246
291,102
291,107
291,148
291,155
291,272
293,86
293,257
294,48
295,3
295,114
296,4
296,66
296,95
296,160
296,305
297,118
297,119
298,43
298,109
298,117
298,210
299,269
300,3
300,151
300,175
300,284
301,86
302,30
302,82
302,310
303,8
304,130
304,145
305,34
305,35
305,37
305,265
306,211
307,60
307,135
307,138
307,182
307,249
307,306
308,14
308,147
308,263
309,32
309,115
309,192
310,162
310,269
311,11
311,38
311,57
311,69
312,31
312,105
312,118
312,147
312,185
313,66
313,86
313,112
313,293
315,177
316,76
316,77
316,93
316,136
316,241
318,30
318,260
318,273
319,59
319,263
319,284
320,20
320,204
321,240
322,162
322,192
322,269
323,121
324,79
325,149
325,185
326,137
326,238
326,241
327,310
328,163
328,177
328,234
328,262
328,285
328,300
328,301
328,302
328,303
329,3
329,19
329,128
329,175
329,258
330,236
331,49
331,50
331,79
331,86
331,90
331,102
331,112
331,160
331,293
331,305
332,30
332,82
332,310
333,29
333,45
333,46
333,47
333,146
333,177
333,234
333,248
333,262
333,300
333,301
333,302
333,303
333,308
334,6
334,232
335,108
335,312
336,251
336,264
337,30
337,260
338,108
338,174
338,264
339,31
339,118
340,86
341,50
341,66
341,112
341,160
341,293
341,305
342,162
342,166
343,85
343,174
343,177
343,201
344,108
344,129
345,5
346,100
347,135
348,34
348,37
348,265
349,7
349,31
349,287
350,86
351,192
352,241
353,99
353,219
353,235
353,241
354,162
354,269
354,307
355,241
356,84
356,87
356,174
356,241
356,251
356,264
357,66
357,112
357,160
357,293
358,147
360,230
360,250
361,307
362,62
362,108
362,278
363,162
363,166
363,269
364,108
364,312
365,108
365,156
365,174
365,218
365,312
366,82
366,108
366,312
368,14
368,108
369,114
369,116
370,108
370,113
370,156
370,161
370,166
370,174
370,264
370,312
371,79
374,162
374,269
375,108
375,156
375,161
375,166
375,174
375,312
376,79
377,62
377,108
378,177
379,86
379,307
380,23
380,299
380,311
381,163
381,177
381,248
381,285
381,300
381,301
381,303
381,308
382,34
382,35
382,37
383,38
383,118
384,189
385,102
386,86
387,86
387,102
387,107
387,155
387,272
388,121
389,251
389,263
390,220
390,271
392,135
393,8
393,32
394,230
395,162
395,269
396,86
397,9
397,30
397,79
397,86
397,90
397,94
397,102
397,112
397,160
397,293
397,305
398,19
399,0
401,102
403,42
404,16
404,48
404,222
404,241
405,66
405,87
405,162
405,241
406,108
406,312
407,26
407,173
408,78
408,108
408,312
409,108
410,225
411,273
412,42
412,139
412,151
412,175
412,284
414,162
414,166
414,269
415,181
415,193
415,204
415,206
415,241
415,276
416,82
416,108
416,113
416,257
417,7
417,31
417,118
417,287
418,19
419,66
419,160
419,305
421,38
421,94
421,106
421,141
421,165
421,192
421,211
421,232
422,55
423,1
423,73
423,86
423,102
423,146
423,163
423,234
423,248
423,262
423,285
423,303
423,308
424,16
424,143
424,153
424,167
424,193
424,206
424,214
424,219
424,222
424,235
424,276
425,102
426,3
426,33
426,108
426,161
426,174
427,269
428,86
429,149
430,75
430,98
430,99
430,140
430,241
430,288
431,19
432,181
432,213
432,228
433,66
433,112
433,293
433,305
434,232
435,34
435,35
435,37
435,265
436,284
437,69
437,108
437,312
438,14
438,104
438,150
439,14
439,310
440,108
440,130
440,312
441,34
441,35
441,37
441,108
441,265
441,312
442,137
443,15
443,92
443,206
443,232
444,23
445,72
445,74
446,214
447,235
448,287
449,202
450,66
450,79
450,90
450,112
450,160
450,210
450,305
451,134
452,73
453,135
454,23
454,162
455,34
455,35
455,265
456,0
456,1
456,66
456,112
456,117
456,160
456,216
456,293
456,305
457,87
458,200
460,15
460,92
460,181
460,193
460,206
460,233
460,241
461,79
461,105
463,177
463,255
463,286
464,230
464,250
464,277
465,108
466,86
466,115
467,78
467,108
467,129
467,312
470,22
470,168
471,19
471,20
471,75
471,128
471,241
472,43
472,109
472,117
472,210
473,230
473,250
473,277
474,30
474,260
474,273
475,22
475,168
476,23
476,130
476,225
477,108
477,130
478,23
479,37
480,211
481,35
481,37
481,265
482,299
484,147
484,263
485,34
485,35
485,265
486,116
486,280
487,312
488,115
488,162
489,86
489,282
490,241
491,97
492,69
492,86
493,117
495,86
496,73
496,86
496,108
496,155
496,261
496,312
497,263
498,22
498,168
498,220
498,279
499,241
500,108
500,312
501,86
501,102
501,107
501,155
502,28
502,70
502,147
502,159
502,177
502,185
502,194
502,195
502,256
502,309
503,109
504,79
505,181
505,206
505,276
506,15
506,92
506,193
506,206
506,238
507,299
508,19
508,199
509,118
509,119
510,22
510,32
511,312
512,86
513,108
513,312
514,61
514,62
514,108
514,278
515,299
516,274
517,82
517,108
517,130
517,174
517,264
517,281
517,312
518,118
519,177
519,197
519,248
519,285
519,300
519,301
519,303
519,308
520,17
520,103
520,108
520,146
520,147
521,15
521,38
521,86
521,128
521,193
521,206
521,233
521,276
522,97
522,108
522,190
522,239
523,61
523,62
523,278
524,6
524,13
524,86
524,155
524,261
526,30
526,80
526,96
526,196
526,260
526,272
526,273
526,292
527,86
528,149
528,162
528,232
529,162
529,269
531,97
531,142
531,190
531,239
532,23
533,19
533,88
533,153
534,79
534,100
535,12
536,102
537,32
537,49
537,79
537,94
537,95
537,115
537,133
537,141
537,162
537,174
537,192
537,241
537,264
537,275
539,109
539,135
540,108
540,129
540,141
541,72
541,74
541,224
542,109
542,117
543,108
543,312
544,19
544,58
544,128
544,241
545,181
545,206
545,241
546,69
547,19
547,241
548,192
549,34
549,35
549,265
550,205
550,271
552,75
552,288
553,78
553,108
555,263
556,66
556,112
556,160
557,177
557,197
558,268
559,177
559,197
560,135
561,108
561,312
562,162
562,269
563,118
563,119
564,208
565,139
565,284
566,79
566,86
568,86
569,42
569,174
569,264
569,275
570,162
571,169
572,307
573,57
573,69
574,250
574,277
575,230
575,250
575,277
577,135
578,158
579,212
579,241
580,242
581,122
582,131
582,132
582,257
582,283
583,68
584,17
584,108
585,38
586,3
586,114
586,291
588,108
590,108
590,312
591,14
591,147
