drug_id,disease_id
189,265
190,82
190,312
191,118
191,119
192,86
193,128
194,66
194,112
194,160
194,293
195,14
195,147
195,230
195,251
196,40
196,60
196,135
196,138
197,79
197,86
198,79
198,307
199,16
199,48
199,137
199,193
199,219
199,222
199,238
200,82
200,108
201,61
201,108
201,312
202,88
203,108
204,86
205,75
206,6
207,102
208,115
208,162
209,18
209,178
209,259
210,79
210,115
210,162
210,220
210,232
211,86
211,117
211,266
211,270
212,153
212,193
212,204
212,206
212,214
212,219
212,233
212,235
212,241
212,275
212,276
213,108
213,312
214,8
214,20
214,58
215,210
215,211
217,284
218,162
220,241
221,66
221,112
221,160
221,293
222,135
222,197
223,79
223,86
224,108
224,129
225,16
225,19
225,20
225,48
225,58
225,93
225,165
225,181
225,192
225,193
225,204
225,206
225,212
225,233
225,235
225,238
225,241
225,276
226,1
226,6
226,41
226,111
226,135
227,142
228,88
228,141
228,193
228,212
228,238
229,23
229,102
229,103
229,108
229,121
229,146
229,246
229,312
230,147
230,185
231,66
231,86
231,112
231,160
231,305
232,69
232,73
232,86
232,108
232,121
232,272
232,299
232,312
233,66
233,112
233,160
234,172
235,82
235,312
236,14
236,147
236,251
236,263
237,8
237,66
237,86
237,90
237,112
237,160
237,254
237,293
238,162
238,269
239,86
239,108
239,130
239,155
239,261
239,312
240,282
241,177
242,108
242,312
243,192
244,17
244,103
244,108
244,121
244,312
245,3
245,42
245,288
246,251
247,50
247,66
247,86
247,124
247,160
247,305
248,133
249,86
250,17
250,103
251,44
251,206
251,241
251,304
252,6
252,49
252,87
252,89
252,93
252,94
252,122
252,133
252,141
252,162
252,181
253,108
253,312
254,135
255,19
255,175
255,199
256,72
256,74
257,3
257,90
257,114
257,116
257,280
258,206
259,32
259,49
259,71
259,84
259,87
259,93
259,94
259,102
259,141
259,162
259,165
259,181
259,192
259,206
259,212
259,241
259,251
259,264
260,74
261,87
262,154
263,72
264,241
265,81
266,86
267,222
268,162
269,86
270,39
270,145
270,207
271,61
271,62
271,108
271,278
272,175
272,258
273,60
273,78
273,108
274,5
275,23
275,24
275,102
275,108
275,155
275,312
276,61
276,62
276,87
276,269
276,278
277,102
277,246
278,34
278,35
278,37
278,265
279,31
279,287
280,19
280,123
281,78
281,82
282,135
283,30
283,260
283,299
283,311
284,86
285,103
286,82
286,108
286,312
287,97
287,108
287,121
287,190
287,239
287,312
288,88
288,181
288,206
288,241
289,71
289,82
289,108
289,113
289,156
289,161
289,166
289,174
289,312
290,102
290,246
291,102
291,107
291,148
291,155
292,5
293,155
293,261
294,48
295,3
295,114
296,4
296,66
296,95
296,112
296,160
296,293
296,305
297,118
297,119
298,43
298,109
298,117
298,210
299,162
300,3
300,42
300,139
300,175
302,82
302,108
302,310
302,312
304,130
304,145
305,35
305,37
305,265
306,211
307,60
307,138
307,182
307,183
307,226
307,249
308,14
308,147
308,263
309,32
309,115
309,192
310,162
310,269
311,11
311,38
311,57
311,69
312,10
312,31
312,105
312,118
312,119
312,147
312,185
313,86
313,160
313,293
313,305
314,86
315,177
315,197
316,76
316,77
316,93
316,136
316,241
316,284
317,79
318,273
319,59
319,263
319,284
320,181
320,204
320,241
321,240
322,162
322,192
322,269
323,121
324,79
325,185
326,193
326,238
327,310
328,177
328,234
328,248
328,262
328,285
328,300
328,301
328,302
328,308
329,3
329,128
329,175
329,258
330,236
331,49
331,50
331,66
331,79
331,86
331,90
331,102
331,160
331,210
331,305
332,30
332,82
332,310
333,29
333,45
333,46
333,47
333,146
333,147
333,163
333,248
333,262
333,285
333,301
333,302
333,308
334,6
334,232
335,108
335,312
336,264
337,142
337,260
337,273
338,108
338,218
338,264
338,312
339,31
339,118
340,86
341,50
341,66
341,112
341,160
341,293
341,305
342,269
343,85
343,177
343,197
343,264
344,108
344,129
346,100
346,177
346,272
347,135
348,35
348,37
349,7
349,31
350,86
351,192
352,241
353,98
353,193
353,219
353,235
353,241
354,79
354,162
354,269
354,307
355,98
355,99
355,241
356,38
356,84
356,87
356,174
356,241
356,251
356,264
357,66
357,86
357,293
357,305
358,14
358,147
358,251
359,282
360,277
361,307
362,61
362,108
363,162
363,166
364,108
364,312
365,108
365,156
365,166
365,174
365,218
365,264
365,312
366,82
367,237
368,14
368,129
368,310
369,3
369,116
369,280
370,82
370,108
370,156
370,166
370,174
370,218
370,264
370,312
371,79
372,86
373,86
374,162
374,269
375,108
375,166
375,174
375,218
375,264
375,312
376,5
376,109
377,61
377,62
377,278
378,177
379,86
379,307
380,311
381,177
381,262
381,285
381,300
381,301
381,302
381,303
381,308
382,34
382,35
382,37
382,265
383,27
387,86
387,102
387,107
387,155
387,272
388,121
389,14
389,147
389,251
389,263
390,205
390,220
390,271
391,66
391,147
393,32
393,86
393,284
394,230
394,277
395,162
396,86
397,9
397,30
397,66
397,79
397,86
397,90
397,102
397,160
397,273
397,293
397,305
398,19
399,0
400,102
402,86
402,307
403,42
403,151
403,284
404,16
404,48
404,222
404,241
405,12
405,84
405,87
405,241
406,108
406,312
407,26
407,173
408,78
408,108
408,312
409,312
411,273
412,3
412,42
412,139
412,151
412,175
412,258
412,284
413,276
413,284
414,162
414,166
414,269
415,15
415,181
415,206
415,233
415,241
415,276
416,82
416,108
416,113
416,257
417,7
417,31
417,118
417,287
418,19
419,112
419,293
419,305
420,8
421,38
421,94
421,106
421,133
421,141
421,165
421,211
422,55
423,1
423,111
423,146
423,234
423,248
423,262
423,285
423,300
423,301
423,302
423,303
423,308
424,16
424,19
424,58
424,143
424,153
424,167
424,193
424,206
424,214
424,219
424,235
424,241
425,102
426,3
426,33
426,108
426,161
426,174
426,264
426,312
427,162
427,269
428,86
429,149
429,162
429,269
430,75
430,98
430,99
430,228
430,241
431,19
432,181
432,204
432,213
432,228
432,241
433,66
433,79
433,160
433,293
434,232
435,34
435,35
435,37
435,265
436,284
437,69
437,108
437,312
438,14
438,104
438,150
439,14
439,310
440,108
440,130
440,312
441,34
441,35
441,37
441,82
441,108
441,265
441,312
442,137
442,241
443,15
443,92
443,149
443,206
443,232
444,23
444,299
444,311
445,72
445,74
446,202
447,214
447,219
448,7
448,31
448,287
449,202
450,66
450,79
450,86
450,90
450,160
450,210
450,293
451,134
452,73
453,135
454,23
454,162
454,269
455,34
455,35
455,37
455,265
456,1
456,66
456,117
456,135
456,160
456,215
456,216
456,293
456,305
457,105
457,307
458,82
459,12
460,15
460,92
460,181
460,193
460,206
460,241
461,87
461,307
462,72
463,177
463,255
463,286
464,277
465,108
467,78
467,108
467,129
467,312
468,72
469,72
470,22
470,168
471,19
471,20
471,58
471,75
471,128
471,241
472,43
472,109
472,117
472,210
473,277
474,30
474,260
474,273
475,22
475,168
476,23
476,130
476,225
477,108
477,130
477,312
478,23
481,34
481,35
482,299
483,128
484,14
485,34
485,37
486,116
486,280
487,108
487,299
488,115
488,162
489,86
489,282
491,97
491,190
491,239
492,69
492,86
493,69
493,117
493,230
494,12
495,86
496,73
496,86
496,104
496,108
496,155
496,261
496,312
497,115
498,22
498,220
498,279
499,241
500,108
500,312
501,86
501,102
501,107
501,155
502,28
502,29
502,70
502,159
502,177
502,179
502,194
502,195
502,256
502,309
503,109
504,79
505,206
505,276
506,15
506,92
506,193
506,206
506,238
506,241
507,299
508,19
508,175
508,199
509,118
509,119
510,22
510,32
511,86
511,108
512,86
513,108
513,312
514,61
514,278
515,299
516,128
516,274
517,82
517,108
517,130
517,264
517,281
518,118
519,177
519,248
519,262
519,300
519,301
519,302
519,303
519,308
520,17
520,108
520,146
520,312
521,15
521,38
521,86
521,128
521,206
521,233
522,61
522,108
522,190
523,61
523,62
523,278
524,6
524,13
524,86
524,261
525,19
525,123
526,38
526,80
526,96
526,176
526,260
526,272
526,273
526,292
527,86
528,162
528,166
528,269
529,166
530,109
530,135
531,97
531,142
531,190
531,239
532,23
533,88
533,153
535,12
536,14
536,102
537,32
537,49
537,79
537,94
537,95
537,133
537,141
537,181
537,192
537,212
537,241
537,264
537,275
538,1
538,118
539,135
540,108
540,129
540,141
541,72
541,74
541,224
542,109
542,117
543,312
544,19
544,58
544,98
544,99
544,128
544,241
545,181
545,206
545,241
546,69
546,249
547,19
547,241
548,192
549,34
549,35
549,37
549,265
550,271
551,135
552,75
552,288
553,78
553,108
553,312
554,162
554,269
555,263
556,66
556,112
556,160
556,293
556,305
557,177
558,268
559,177
559,197
560,135
561,312
562,269
563,118
563,119
564,208
565,284
566,79
566,86
567,104
567,211
569,42
569,174
569,264
569,275
570,162
571,169
572,307
574,69
574,230
575,230
575,250
575,277
576,75
576,288
577,135
579,212
579,241
580,25
581,122
582,131
582,132
582,257
582,283
583,68
584,103
584,312
585,38
586,291
587,75
587,288
588,78
588,312
589,32
589,93
590,108
590,312
591,14
591,147
